Time [msec],x [m],y [m],z [m],Red,Green,Blue
104750,-156.868,187.6309,25.3792,255,255,255
105000,-161.3723,184.9076,25.4492,255,255,255
105250,-165.8107,182.0919,25.5189,255,255,255
105500,-170.181,179.1864,25.5882,255,255,255
105750,-174.4809,176.1933,25.6571,255,255,255
106000,-178.7081,173.115,25.7257,255,255,255
106250,-182.8602,169.9537,25.794,255,255,255
106500,-186.9351,166.7119,25.8619,255,255,255
106750,-190.9304,163.3918,25.9295,255,255,255
107000,-194.8437,159.9958,25.9967,255,255,255
107250,-198.6732,156.5268,26.0636,255,255,255
107500,-202.4177,152.9884,26.1301,255,255,255
107750,-206.0769,149.3835,26.1963,255,255,255
108000,-209.6504,145.7152,26.2621,255,255,255
108250,-213.1378,141.9863,26.3274,255,255,255
108500,-216.5385,138.1998,26.3924,255,255,255
108750,-219.8522,134.3586,26.457,255,255,255
109000,-223.0785,130.4657,26.5211,255,255,255
109250,-226.2168,126.524,26.5849,255,255,255
109500,-229.2668,122.5365,26.6481,255,255,255
109750,-232.228,118.506,26.711,255,255,255
110000,-235.1,114.4356,26.7733,255,255,255
110250,-237.8823,110.3281,26.8352,255,255,255
110500,-240.5746,106.1865,26.8967,255,255,255
110750,-243.1764,102.0137,26.9576,255,255,255
111000,-245.6872,97.8127,27.018,255,255,255
111250,-248.1066,93.5864,27.0779,255,255,255
111500,-250.4342,89.3378,27.1373,255,255,255
111750,-252.6695,85.0697,27.1962,255,255,255
112000,-254.8125,80.7855,27.2545,255,255,255
112250,-256.8642,76.4884,27.3125,255,255,255
112500,-258.8257,72.1807,27.3701,255,255,255
112750,-260.6982,67.865,27.4273,255,255,255
113000,-262.483,63.5435,27.484,255,255,255
113250,-264.1811,59.2187,27.5403,255,255,255
113500,-265.7939,54.8931,27.5961,255,255,255
113750,-267.3224,50.569,27.6515,255,255,255
114000,-268.7678,46.2488,27.7063,255,255,255
114250,-270.1314,41.9349,27.7607,255,255,255
114500,-271.4142,37.6298,27.8145,255,255,255
114750,-272.6176,33.3359,27.8678,255,255,255
115000,-273.7426,29.0555,27.9205,255,255,255
115250,-274.7904,24.7911,27.9727,255,255,255
115500,-275.7623,20.545,28.0243,255,255,255
115750,-276.6594,16.3198,28.0753,255,255,255
116000,-277.4829,12.1177,28.1256,255,255,255
116250,-278.2339,7.9412,28.1754,255,255,255
116500,-278.9137,3.7927,28.2245,255,255,255
116750,-279.5234,-0.3253,28.2729,255,255,255
117000,-280.0646,-4.4105,28.3208,255,255,255
117250,-280.5399,-8.4611,28.3681,255,255,255
117500,-280.9511,-12.4757,28.415,255,255,255
117750,-281.3002,-16.4531,28.4614,255,255,255
118000,-281.5893,-20.3918,28.5073,255,255,255
118250,-281.8201,-24.2906,28.5526,255,255,255
118500,-281.9947,-28.1481,28.5973,255,255,255
118750,-282.1151,-31.9632,28.6416,255,255,255
119000,-282.1832,-35.7343,28.6852,255,255,255
119250,-282.2009,-39.4603,28.7282,255,255,255
119500,-282.1702,-43.1397,28.7706,255,255,255
119750,-282.093,-46.7714,28.8124,255,255,255
120000,-281.9714,-50.3539,28.8536,255,255,255
120250,-281.8072,-53.8859,28.8941,255,255,255
120500,-281.6025,-57.3662,28.934,255,255,255
120750,-281.3591,-60.7934,28.9731,255,255,255
121000,-281.079,-64.1662,29.0116,255,255,255
121250,-280.7643,-67.4833,29.0493,255,255,255
121500,-280.4167,-70.7433,29.0863,255,255,255
121750,-280.0383,-73.945,29.1226,255,255,255
122000,-279.6311,-77.0871,29.1581,255,255,255
122250,-279.1973,-80.1685,29.1929,255,255,255
122500,-278.7396,-83.1889,29.2271,255,255,255
122750,-278.2596,-86.1481,29.2607,255,255,255
123000,-277.7592,-89.0455,29.2936,255,255,255
123250,-277.2401,-91.8807,29.326,255,255,255
123500,-276.704,-94.6534,29.3576,255,255,255
123750,-276.1527,-97.363,29.3887,255,255,255
124000,-275.588,-100.0092,29.419,255,255,255
124250,-275.0116,-102.5915,29.4487,255,255,255
124500,-274.4252,-105.1096,29.4777,255,255,255
